MainSubMinor
10001	1200001	1
10001	1200001	10
10001	1200001	100
10001	1200001	11
10001	1200001	12
10001	1200001	13
10001	1200001	14
10001	1200001	15
10001	1200001	16
10001	1200001	17
10001	1200001	18
10001	1200001	19
10001	1200001	2
10001	1200001	20
10001	1200001	21
10001	1200001	22
10001	1200001	23
10001	1200001	24
10001	1200001	25
10001	1200001	26
10001	1200001	27
10001	1200001	28
10001	1200001	29
10001	1200001	3
10001	1200001	30
10001	1200001	31
10001	1200001	32
10001	1200001	33
10001	1200001	34
10001	1200001	35
10001	1200001	36
10001	1200001	37
10001	1200001	38
10001	1200001	39
10001	1200001	4
10001	1200001	40
10001	1200001	41
10001	1200001	42
10001	1200001	43
10001	1200001	44
10001	1200001	45
10001	1200001	46
10001	1200001	47
10001	1200001	48
10001	1200001	49
10001	1200001	5
10001	1200001	50
10001	1200001	51
10001	1200001	52
10001	1200001	53
10001	1200001	54
10001	1200001	55
10001	1200001	56
10001	1200001	57
10001	1200001	58
10001	1200001	59
10001	1200001	6
10001	1200001	60
10001	1200001	61
10001	1200001	62
10001	1200001	63
10001	1200001	64
10001	1200001	65
10001	1200001	66
10001	1200001	67
10001	1200001	68
10001	1200001	69
10001	1200001	7
10001	1200001	70
10001	1200001	71
10001	1200001	72
10001	1200001	73
10001	1200001	74
10001	1200001	75
10001	1200001	76
10001	1200001	77
10001	1200001	78
10001	1200001	79
10001	1200001	8
10001	1200001	80
10001	1200001	81
10001	1200001	82
10001	1200001	83
10001	1200001	84
10001	1200001	85
10001	1200001	86
10001	1200001	87
10001	1200001	88
10001	1200001	89
10001	1200001	9
10001	1200001	90
10001	1200001	91
10001	1200001	92
10001	1200001	93
10001	1200001	94
10001	1200001	95
10001	1200001	96
10001	1200001	97
10001	1200001	98
10001	1200001	99
10002	1200002	1
10002	1200002	10
10002	1200002	100
10002	1200002	11
10002	1200002	12
10002	1200002	13
10002	1200002	14
10002	1200002	15
10002	1200002	16
10002	1200002	17
10002	1200002	18
10002	1200002	19
10002	1200002	2
10002	1200002	20
10002	1200002	21
10002	1200002	22
10002	1200002	23
10002	1200002	24
